room_type,price,review_scores_rating,accommodates,bedrooms,beds,bed_type,host_is_superhost,bathrooms,availability_365,number_of_reviews,city_normalized,distance_to_city
Private Room,109.4,90.6,4.1,4.9,1.5,Futon,1,3.0,319,429.9,Los Angeles,13.787654
Private Room,485.99,93.4,7.4,3.1,3.4,Couch,0,2.3,198,261.3,Seattle,8.106657
Entire Home/Apt,746.1,83.7,1.4,1.6,2.5,Real Bed,0,2.9,144,254.9,Seattle,20.087413
Private Room,626.4,52.3,4.7,1.9,2.4,Airbed,1,1.8,58,107.9,New York,17.377552
Private Room,689.23,78.3,7.3,2.9,4.3,Couch,1,2.7,194,296.1,Seattle,38.721775
Entire Home/Apt,127.09,88.2,3.0,1.2,1.0,Real Bed,0,2.8,142,476.4,New York,9.540118
Shared Room,953.92,56.8,8.2,2.9,4.2,Couch,0,2.8,222,40.3,Los Angeles,26.845848
Entire Home/Apt,846.57,61.4,6.7,2.7,3.3,Futon,0,2.7,99,376.2,San Francisco,31.781472
Private Room,814.84,94.1,6.3,4.1,4.9,Real Bed,0,1.8,25,434.8,Chicago,19.873109
Entire Home/Apt,831.83,51.0,4.2,2.4,3.4,Real Bed,0,1.3,13,493.4,Los Angeles,10.829758
Shared Room,936.07,87.6,5.3,4.9,1.2,Airbed,0,1.7,121,167.4,Seattle,44.887673
Entire Home/Apt,567.04,73.7,6.4,1.7,1.2,Pull-out Sofa,0,2.5,264,177.8,San Francisco,7.803162
Private Room,240.27,72.3,5.3,3.4,4.5,Real Bed,1,1.5,6,114.9,Chicago,15.886414
Shared Room,635.94,50.4,7.3,1.4,4.4,Real Bed,0,2.0,218,394.5,Chicago,38.071802
Hotel Room,755.74,91.0,4.9,3.9,2.4,Futon,0,2.1,219,70.0,Seattle,30.660265
Private Room,751.02,68.0,2.8,5.0,3.5,Futon,1,2.2,182,133.9,Chicago,36.801632
Shared Room,545.38,77.0,2.9,4.3,3.0,Futon,0,2.9,107,147.6,Chicago,40.629565
Shared Room,115.04,83.9,1.1,3.2,4.9,Airbed,0,2.3,346,187.5,Los Angeles,44.874251
Hotel Room,402.56,85.1,3.7,2.9,4.8,Real Bed,1,2.6,123,210.8,Los Angeles,15.923686
Entire Home/Apt,924.73,97.8,7.7,4.3,4.9,Futon,0,2.2,169,279.5,Chicago,24.240953
Entire Home/Apt,605.23,76.6,8.1,4.7,4.5,Futon,0,2.7,256,474.2,New York,34.727197
Private Room,561.42,70.0,2.8,5.0,4.6,Couch,1,1.5,8,123.6,Seattle,39.942538
Hotel Room,305.41,97.7,9.6,2.6,1.9,Couch,1,1.4,279,389.6,New York,29.313021
Entire Home/Apt,400.03,82.1,5.5,5.0,4.3,Futon,0,2.9,124,338.2,New York,26.173661
Hotel Room,900.58,64.9,9.3,1.6,3.8,Airbed,1,2.4,161,58.0,Chicago,34.896414
Entire Home/Apt,683.14,56.3,7.4,2.0,4.9,Pull-out Sofa,1,2.3,35,405.2,Seattle,19.719421
Shared Room,798.02,92.1,7.5,1.4,3.3,Couch,0,1.9,3,45.3,New York,44.791511
Entire Home/Apt,481.63,68.1,1.8,2.1,1.3,Couch,1,1.8,86,369.5,Los Angeles,11.398728
Hotel Room,648.73,83.0,3.0,4.1,3.4,Real Bed,1,2.1,263,357.9,Los Angeles,44.316206
Shared Room,285.96,73.5,1.1,4.4,3.7,Real Bed,0,1.2,90,344.7,Seattle,32.537218
Shared Room,720.19,59.9,7.4,4.1,1.9,Futon,0,1.9,294,138.3,New York,30.432264
Shared Room,456.22,80.1,4.1,3.5,2.6,Real Bed,1,1.9,57,286.7,San Francisco,24.027788
Hotel Room,470.42,53.0,8.1,3.1,3.4,Real Bed,1,2.1,139,380.8,San Francisco,8.582556
Private Room,666.86,70.7,4.1,3.8,2.5,Pull-out Sofa,0,2.3,171,318.8,Seattle,43.381773
Private Room,939.47,77.3,8.4,2.6,2.5,Airbed,0,2.9,259,402.2,Seattle,3.574164
Private Room,110.81,71.8,2.2,4.4,1.5,Futon,1,2.3,24,343.9,San Francisco,14.228318
Hotel Room,833.51,87.4,2.6,3.7,4.8,Pull-out Sofa,0,2.8,197,137.2,New York,6.375631
Shared Room,327.76,91.4,4.1,3.8,4.0,Futon,0,2.1,66,76.5,New York,6.23493
Private Room,471.72,88.6,4.7,3.1,1.0,Airbed,1,2.3,117,316.0,Chicago,20.130715
Hotel Room,70.82,51.9,4.1,4.5,4.1,Futon,1,1.1,279,379.9,Seattle,8.860859
Private Room,335.99,59.7,7.9,2.0,4.0,Real Bed,0,1.3,5,71.2,New York,29.487904
Entire Home/Apt,527.5,76.8,1.9,2.5,1.0,Airbed,0,2.2,96,87.4,San Francisco,31.730788
Private Room,103.37,96.7,4.2,4.1,2.5,Pull-out Sofa,1,1.8,71,6.0,San Francisco,44.222593
Private Room,516.54,91.7,8.5,3.0,3.4,Pull-out Sofa,0,2.6,257,265.9,Los Angeles,15.683728
Shared Room,930.76,92.1,1.6,4.6,2.8,Couch,1,2.1,37,271.1,New York,16.149741
Hotel Room,150.12,65.2,9.5,2.4,4.1,Pull-out Sofa,0,2.8,295,250.0,Chicago,13.072068
Shared Room,776.22,71.5,9.9,2.5,2.7,Couch,0,2.9,55,158.0,Chicago,39.308706
Shared Room,439.19,73.5,1.8,4.6,1.6,Real Bed,0,1.3,102,213.9,Seattle,21.974944
Shared Room,672.42,57.9,3.6,2.9,4.9,Pull-out Sofa,1,1.8,102,383.1,Los Angeles,28.068679
Shared Room,297.22,51.6,4.4,3.1,2.0,Airbed,1,2.3,215,90.9,San Francisco,19.356258
Shared Room,201.52,97.3,8.0,2.3,3.9,Couch,0,1.6,20,100.8,San Francisco,8.683834
Private Room,202.44,62.0,6.4,2.1,1.6,Pull-out Sofa,0,1.5,114,333.5,Seattle,6.023956
Shared Room,116.97,62.0,6.8,3.6,2.3,Real Bed,1,2.6,209,433.5,Chicago,43.5454
Shared Room,226.36,54.2,7.8,1.5,2.8,Airbed,1,3.0,290,170.2,Chicago,14.008602
Hotel Room,681.01,96.4,2.1,4.5,1.8,Airbed,0,2.5,202,466.4,San Francisco,47.139376
Entire Home/Apt,887.61,79.0,8.5,4.1,2.8,Real Bed,1,2.0,322,28.8,Seattle,47.417379
Private Room,823.42,83.4,7.4,1.8,1.6,Pull-out Sofa,1,1.9,187,59.3,New York,24.467156
Private Room,700.88,95.6,6.2,3.8,3.2,Futon,0,2.1,150,230.0,Los Angeles,47.970823
Private Room,154.91,67.3,9.0,3.4,3.7,Pull-out Sofa,0,1.9,190,361.7,Chicago,2.395874
Shared Room,324.73,81.1,7.3,1.7,1.2,Couch,1,2.0,213,185.4,Chicago,5.490878
Shared Room,344.32,51.9,2.8,2.1,4.5,Couch,1,1.4,41,277.4,Chicago,12.922174
Shared Room,287.46,59.3,4.9,2.6,1.7,Pull-out Sofa,0,2.8,193,14.3,New York,11.250477
Hotel Room,539.26,91.6,5.4,3.8,1.9,Couch,1,2.5,249,230.9,New York,13.379254
Entire Home/Apt,558.78,88.3,1.5,3.6,3.6,Futon,0,2.4,80,121.3,Los Angeles,23.162422
Shared Room,389.04,67.5,9.6,3.1,2.9,Futon,0,2.9,40,258.2,Chicago,4.083146
Entire Home/Apt,386.1,68.8,2.2,4.1,3.0,Airbed,1,1.6,19,262.9,San Francisco,28.214026
Hotel Room,837.13,76.7,7.3,4.0,1.5,Couch,0,1.2,8,376.6,Chicago,16.163257
Private Room,799.83,50.0,5.6,3.5,4.2,Pull-out Sofa,0,2.7,312,269.9,Los Angeles,4.505829
Shared Room,342.41,62.1,1.2,4.1,3.5,Airbed,0,3.0,123,307.1,Los Angeles,37.907254
Entire Home/Apt,918.1,60.4,9.3,2.3,1.5,Futon,0,2.2,202,264.8,San Francisco,33.018059
Entire Home/Apt,955.17,62.5,8.7,4.5,2.5,Airbed,0,1.1,77,495.2,New York,39.878073
Shared Room,360.41,90.3,5.7,3.5,4.2,Real Bed,1,2.6,209,395.8,San Francisco,47.022464
Private Room,386.7,64.0,3.1,4.3,3.3,Couch,0,1.1,17,377.8,Los Angeles,29.702497
Private Room,530.35,59.6,2.1,3.2,1.4,Pull-out Sofa,0,2.1,235,313.6,San Francisco,39.549084
Private Room,944.06,75.2,4.3,1.9,2.5,Futon,0,1.6,318,264.2,Chicago,10.759953
Hotel Room,882.5,93.3,3.3,3.2,2.0,Airbed,1,2.8,199,172.4,Los Angeles,21.107981
Entire Home/Apt,147.44,62.1,5.6,2.5,3.1,Pull-out Sofa,0,1.9,348,392.0,New York,26.973478
Entire Home/Apt,423.09,53.9,9.7,3.8,4.4,Couch,0,2.8,281,94.8,New York,27.519476
Entire Home/Apt,575.7,67.8,6.2,2.9,2.7,Pull-out Sofa,0,1.6,251,18.3,San Francisco,36.198528
Hotel Room,527.98,87.4,9.0,4.3,2.7,Couch,0,1.8,339,349.1,San Francisco,40.00111
Entire Home/Apt,234.17,77.5,6.9,3.7,4.6,Couch,1,2.9,238,72.4,San Francisco,33.675793
Hotel Room,865.88,90.8,5.3,3.7,3.3,Couch,1,1.4,268,451.9,Chicago,3.315029
Private Room,693.09,98.0,8.7,1.9,3.3,Airbed,0,2.2,118,385.3,New York,18.209621
Shared Room,846.01,89.6,5.2,4.9,2.0,Couch,1,1.8,281,301.1,Los Angeles,29.049512
Entire Home/Apt,865.83,80.2,8.8,4.4,3.4,Pull-out Sofa,1,2.5,336,157.0,Los Angeles,25.885604
Entire Home/Apt,760.94,74.7,3.6,4.2,3.3,Real Bed,1,1.3,344,319.0,New York,3.195051
Private Room,467.25,52.0,2.2,2.3,2.6,Pull-out Sofa,0,1.9,6,238.4,San Francisco,49.051192
Shared Room,630.02,99.2,8.7,3.1,5.0,Airbed,0,2.4,272,145.6,Seattle,47.849171
Hotel Room,202.35,69.2,6.3,1.5,4.5,Couch,0,1.8,252,472.5,San Francisco,38.914328
Shared Room,689.96,57.6,9.0,3.2,4.0,Real Bed,0,1.1,341,80.9,New York,3.712309
Private Room,220.29,83.3,9.4,1.6,3.1,Airbed,0,2.4,127,376.7,Chicago,22.080184
Private Room,709.25,64.2,1.5,3.2,2.8,Futon,0,2.0,91,400.0,San Francisco,21.078708
Shared Room,268.12,79.3,5.5,3.6,1.7,Futon,1,1.0,305,475.9,Los Angeles,28.343275
Hotel Room,161.67,79.3,4.4,2.6,2.2,Futon,1,2.2,5,274.7,Chicago,3.740494
Hotel Room,207.02,72.3,6.6,3.0,4.1,Real Bed,1,2.8,73,267.4,New York,21.759176
Entire Home/Apt,51.89,91.8,8.1,4.5,2.8,Pull-out Sofa,1,1.2,55,460.1,Seattle,38.134127
Hotel Room,732.8,63.2,3.5,1.4,4.5,Real Bed,1,2.2,294,400.5,San Francisco,49.90239
Shared Room,745.78,72.4,6.0,4.2,1.6,Real Bed,0,2.5,309,381.8,Chicago,30.176717
Private Room,539.19,76.9,7.4,1.7,3.0,Real Bed,0,1.1,237,394.6,Chicago,47.090003
Entire Home/Apt,203.29,83.2,2.2,1.1,3.6,Futon,1,1.0,21,246.6,Los Angeles,49.928386
Entire Home/Apt,129.38,89.2,8.3,1.7,3.1,Pull-out Sofa,0,1.9,40,20.7,San Francisco,22.304314
Private Room,68.17,69.7,6.5,4.1,4.6,Real Bed,0,2.6,345,99.1,Seattle,33.765831
Hotel Room,207.46,82.3,9.5,2.6,5.0,Pull-out Sofa,0,1.3,265,321.5,Chicago,11.447541
Private Room,896.31,57.5,4.1,4.5,1.5,Couch,0,2.7,257,198.1,Los Angeles,24.306676
Hotel Room,279.46,96.6,2.0,3.1,1.5,Real Bed,0,2.3,47,303.4,San Francisco,4.842166
Private Room,386.56,69.2,5.6,1.1,1.5,Real Bed,1,1.7,297,275.8,San Francisco,2.428339
Shared Room,150.08,86.5,1.8,3.9,3.7,Real Bed,1,2.0,138,219.3,Seattle,44.753047
Hotel Room,261.24,51.0,9.7,1.4,2.5,Couch,1,2.9,201,117.4,Los Angeles,43.061616
Shared Room,543.26,60.3,1.3,4.2,3.9,Couch,0,1.4,139,359.5,Seattle,16.291168
Entire Home/Apt,627.37,74.4,7.8,1.7,2.6,Futon,0,2.0,141,454.5,Chicago,23.390699
Private Room,283.08,93.9,5.7,2.4,3.5,Airbed,0,2.2,285,385.0,New York,25.186905
Entire Home/Apt,104.85,76.4,4.3,4.0,4.1,Pull-out Sofa,0,1.3,232,60.0,New York,26.514355
Entire Home/Apt,421.48,96.5,1.6,4.8,3.2,Airbed,1,1.1,315,269.0,Seattle,7.593979
Entire Home/Apt,272.49,74.2,6.6,2.5,3.2,Real Bed,0,1.0,157,417.7,Seattle,38.977879
Entire Home/Apt,258.58,74.5,6.3,4.3,1.4,Real Bed,1,1.6,37,295.5,New York,18.042969
Private Room,961.87,56.0,3.5,1.8,2.6,Futon,1,1.1,74,219.8,Chicago,2.553064
Entire Home/Apt,635.49,90.1,9.2,4.2,3.2,Airbed,1,2.6,320,142.3,Seattle,34.151515
Private Room,579.03,62.3,3.7,3.6,2.8,Real Bed,1,3.0,174,165.2,Chicago,41.663997
Private Room,444.99,95.0,5.0,1.8,4.6,Airbed,0,1.1,38,121.1,Chicago,45.988213
Shared Room,457.5,95.5,5.9,2.2,4.6,Futon,0,1.9,72,97.9,Los Angeles,34.045861
Hotel Room,563.86,97.2,1.9,1.5,4.3,Airbed,1,1.1,57,294.4,Chicago,10.372672
Hotel Room,711.61,76.0,9.4,2.5,2.5,Pull-out Sofa,0,1.3,362,254.7,San Francisco,29.899246
Private Room,717.04,83.9,4.4,1.8,3.9,Futon,0,1.6,88,367.4,New York,45.676337
Shared Room,213.11,88.9,1.7,3.6,2.6,Airbed,0,1.8,272,154.0,New York,18.177445
Private Room,525.11,56.6,4.5,5.0,1.9,Real Bed,1,2.9,133,230.4,Seattle,47.714185
Private Room,441.36,80.0,6.4,1.0,2.4,Couch,1,1.8,142,340.2,Seattle,5.786275
Private Room,877.0,51.7,5.6,3.2,1.3,Couch,1,2.0,94,481.6,Los Angeles,36.674584
Shared Room,649.85,74.9,7.3,3.3,2.3,Futon,1,1.5,155,174.4,Los Angeles,6.875647
Hotel Room,555.88,57.7,1.5,4.7,2.8,Couch,1,1.0,200,149.1,San Francisco,40.14489
Shared Room,159.62,59.1,3.6,3.0,4.8,Pull-out Sofa,1,2.8,159,224.6,Seattle,5.785128
Entire Home/Apt,625.36,68.3,8.4,3.2,2.3,Futon,1,1.2,210,361.9,New York,16.960527
Shared Room,161.34,71.6,1.7,2.9,4.6,Real Bed,0,2.9,171,480.8,San Francisco,39.066224
Shared Room,370.35,81.2,8.7,2.1,1.9,Real Bed,1,1.3,69,268.3,Seattle,23.54947
Shared Room,185.7,53.7,1.8,1.2,1.8,Futon,0,2.2,318,406.2,San Francisco,44.251637
Shared Room,707.47,75.2,8.5,2.6,3.1,Couch,1,3.0,313,232.2,Chicago,20.685155
Hotel Room,245.94,59.1,4.2,1.2,3.7,Couch,0,1.3,144,19.9,Chicago,49.752948
Entire Home/Apt,422.27,78.7,6.5,3.2,1.2,Real Bed,0,1.8,166,447.1,San Francisco,1.915065
Hotel Room,900.89,81.9,2.4,2.2,1.9,Pull-out Sofa,0,2.6,318,144.9,Seattle,35.107048
Hotel Room,244.1,77.8,1.6,3.1,2.8,Couch,0,1.1,116,69.3,Chicago,45.878494
Shared Room,532.41,86.9,2.9,1.5,2.3,Pull-out Sofa,1,2.4,184,498.1,Chicago,27.263337
Private Room,448.31,66.8,2.2,4.7,3.9,Couch,1,1.2,202,173.7,San Francisco,49.436953
Private Room,67.22,88.3,3.8,4.6,3.0,Futon,1,1.5,161,68.3,Chicago,35.693201
Hotel Room,803.12,71.6,5.6,1.8,1.6,Airbed,1,1.3,308,155.8,New York,22.046788
Hotel Room,115.59,74.2,6.3,2.4,4.6,Real Bed,1,2.8,337,256.9,Chicago,26.253492
Shared Room,500.54,82.4,8.1,3.5,2.2,Futon,1,1.4,187,44.0,San Francisco,43.996009
Hotel Room,582.64,50.9,6.9,1.4,3.9,Couch,1,1.1,42,176.3,Chicago,47.921591
Shared Room,647.01,82.7,6.5,2.4,4.1,Real Bed,1,2.2,200,334.4,Chicago,28.238427
Private Room,704.2,80.9,4.7,2.0,4.9,Airbed,1,1.7,230,458.0,Los Angeles,16.050362
Private Room,290.61,65.5,5.3,4.7,3.0,Airbed,1,1.8,3,198.7,San Francisco,12.72693
Entire Home/Apt,59.48,54.3,4.7,4.4,3.5,Couch,1,1.2,239,282.3,San Francisco,24.375362
Private Room,737.27,54.5,8.6,3.3,2.3,Real Bed,0,2.5,205,318.0,Los Angeles,15.52059
Hotel Room,558.87,96.2,3.1,3.1,3.7,Couch,0,2.2,330,35.4,Los Angeles,21.620999
Private Room,844.31,84.5,1.1,4.7,2.9,Airbed,0,1.7,93,171.1,New York,41.888873
Shared Room,830.32,56.4,6.9,4.7,2.8,Futon,0,1.3,231,342.1,Chicago,24.127392
Private Room,851.16,67.8,2.8,4.9,4.4,Futon,0,2.2,362,367.8,Seattle,32.403066
Entire Home/Apt,510.84,79.6,9.0,1.5,1.2,Pull-out Sofa,1,2.6,346,178.0,Seattle,5.415235
Private Room,366.95,91.8,8.7,1.6,4.5,Airbed,1,1.6,348,3.4,Los Angeles,38.344234
Shared Room,801.98,52.2,1.7,3.7,4.4,Airbed,0,1.1,159,3.4,San Francisco,24.662308
Shared Room,478.73,61.8,2.0,3.2,3.0,Couch,1,1.4,112,269.1,San Francisco,18.686184
Hotel Room,224.27,94.5,5.5,1.1,3.0,Pull-out Sofa,0,2.4,251,275.7,New York,30.938482
Private Room,862.23,50.5,6.5,1.2,2.4,Pull-out Sofa,1,3.0,221,277.9,Seattle,5.997304
Shared Room,888.43,60.1,3.5,4.6,5.0,Real Bed,1,1.0,345,360.9,San Francisco,21.285934
Entire Home/Apt,492.99,98.0,7.5,4.5,1.4,Couch,0,1.6,93,460.6,New York,40.737649
Hotel Room,121.91,80.7,6.4,2.4,3.4,Futon,0,1.1,166,495.1,New York,13.841139
Entire Home/Apt,418.43,63.1,3.9,4.6,3.7,Real Bed,0,1.6,137,350.5,Los Angeles,45.790711
Private Room,813.36,53.3,1.2,3.4,4.7,Pull-out Sofa,1,1.8,347,257.0,Seattle,30.578536
Private Room,906.69,51.4,7.8,4.2,4.1,Futon,0,2.8,360,70.5,New York,27.498399
Private Room,243.3,62.2,2.9,2.7,3.6,Airbed,1,1.2,209,192.1,New York,20.578979
Hotel Room,113.62,94.1,8.5,1.5,1.5,Couch,1,2.6,255,286.2,New York,37.357973
Shared Room,883.48,70.8,4.8,2.7,2.5,Pull-out Sofa,1,1.8,72,499.9,Seattle,28.658915
Hotel Room,419.93,86.0,6.2,2.8,1.6,Airbed,1,2.6,213,63.5,Los Angeles,40.030572
Entire Home/Apt,564.67,95.9,8.9,3.2,4.5,Pull-out Sofa,0,2.0,265,396.5,Chicago,17.252267
Hotel Room,969.66,70.4,8.8,1.4,4.0,Futon,0,1.1,359,499.5,San Francisco,35.398707
Entire Home/Apt,113.24,59.6,4.3,5.0,4.0,Real Bed,0,2.9,150,402.6,Seattle,47.228691
Hotel Room,665.9,75.9,2.9,2.0,3.6,Futon,0,1.2,234,383.6,Seattle,14.716021
Shared Room,120.4,95.4,8.0,1.8,3.0,Couch,1,2.2,215,129.3,Seattle,49.069082
Entire Home/Apt,406.7,90.2,4.9,3.1,1.6,Couch,0,2.8,303,1.7,Chicago,21.115835
Private Room,813.62,53.3,2.7,3.1,2.3,Pull-out Sofa,0,1.2,108,113.0,San Francisco,2.888085
Private Room,461.8,84.6,9.1,2.8,1.5,Futon,0,2.1,344,394.9,San Francisco,18.527358
Hotel Room,997.32,78.6,2.8,4.1,3.9,Real Bed,0,2.6,299,53.6,New York,8.332474
Private Room,581.11,95.4,1.2,3.1,1.6,Couch,1,3.0,348,148.1,New York,15.909983
Entire Home/Apt,355.1,56.1,1.2,3.4,3.8,Real Bed,1,2.4,319,281.3,Los Angeles,5.702511
Private Room,259.11,76.7,6.6,3.9,3.8,Airbed,1,1.6,295,289.9,Seattle,9.731977
Shared Room,382.99,94.0,7.0,1.1,2.8,Pull-out Sofa,1,2.4,119,271.5,Los Angeles,7.208249
Shared Room,403.91,70.5,3.8,3.3,1.5,Real Bed,0,2.4,327,490.4,Seattle,3.130338
Hotel Room,115.28,74.1,3.9,4.5,2.3,Pull-out Sofa,1,2.4,97,6.1,San Francisco,15.513132
Entire Home/Apt,401.1,53.5,4.1,1.1,2.3,Airbed,0,2.7,209,243.8,Los Angeles,47.107041
Shared Room,491.03,63.9,7.1,2.6,3.8,Real Bed,0,1.2,31,252.2,San Francisco,47.52027
Shared Room,736.6,66.2,1.5,4.7,1.5,Real Bed,0,1.2,329,146.7,New York,42.485678
Entire Home/Apt,673.89,97.3,9.4,2.4,4.3,Airbed,0,2.3,225,262.5,San Francisco,1.594886
Private Room,723.33,64.1,3.0,2.8,4.0,Futon,1,2.9,214,336.6,Chicago,2.37805
Private Room,57.95,73.0,10.0,4.9,1.7,Real Bed,1,1.9,122,336.4,Los Angeles,1.507514
Hotel Room,256.78,83.6,2.5,1.8,3.9,Real Bed,0,2.9,146,43.9,Seattle,18.965364
Private Room,678.6,58.1,7.9,1.3,3.7,Couch,1,2.9,339,401.2,San Francisco,49.03264
Entire Home/Apt,509.79,74.3,3.0,4.4,4.0,Futon,1,2.8,51,465.4,Los Angeles,44.945053
Shared Room,55.05,86.9,1.7,4.5,1.8,Real Bed,0,2.8,179,61.8,Seattle,13.276218
Private Room,814.27,93.3,8.9,2.9,1.6,Airbed,0,2.8,289,208.3,Los Angeles,21.099548
Hotel Room,784.17,81.3,8.7,3.1,1.9,Pull-out Sofa,1,2.6,186,255.9,Los Angeles,41.39699
Private Room,571.0,83.5,4.6,4.3,2.5,Airbed,0,2.4,336,67.4,Chicago,38.170592
Entire Home/Apt,113.14,56.3,7.3,4.0,4.2,Futon,1,1.0,107,251.7,San Francisco,7.498284
Hotel Room,778.19,97.3,6.0,2.1,4.0,Couch,0,1.3,125,103.4,Chicago,6.281067
Private Room,604.53,56.6,8.7,1.1,4.7,Couch,0,1.3,260,467.7,New York,27.642306
Hotel Room,792.86,88.7,3.8,2.9,1.2,Couch,0,1.0,193,224.2,Los Angeles,6.003479
Entire Home/Apt,764.16,63.2,5.7,4.4,1.0,Airbed,0,1.2,296,497.5,San Francisco,41.425915
Shared Room,812.85,96.7,5.4,4.6,3.8,Pull-out Sofa,1,2.8,33,23.3,New York,13.413003
Entire Home/Apt,542.11,86.0,4.2,4.8,2.1,Pull-out Sofa,1,2.3,275,63.8,New York,10.228158
Entire Home/Apt,183.31,87.7,9.0,4.5,2.3,Real Bed,1,1.6,181,221.6,Chicago,10.097903
Entire Home/Apt,687.6,61.0,2.5,3.3,3.2,Pull-out Sofa,1,2.6,238,437.2,New York,3.216345
Entire Home/Apt,639.45,72.2,2.3,2.8,1.4,Pull-out Sofa,0,2.0,321,277.6,Seattle,32.449906
Shared Room,755.14,80.9,6.2,4.1,3.6,Real Bed,0,1.3,347,366.2,Seattle,9.060305
Shared Room,211.39,88.5,6.9,4.0,2.3,Airbed,1,2.8,145,211.8,Seattle,12.433561
Hotel Room,235.23,55.2,2.8,3.2,3.5,Airbed,1,1.7,43,20.3,New York,37.813996
Private Room,895.89,98.1,4.5,1.3,4.3,Futon,1,2.4,358,323.9,Los Angeles,3.816582
Shared Room,762.48,94.5,9.5,4.7,1.7,Airbed,1,1.6,303,317.0,San Francisco,10.934511
Shared Room,912.82,63.5,3.2,2.8,4.7,Couch,1,2.0,290,35.7,Seattle,8.318077
Private Room,770.78,91.1,7.0,2.5,3.1,Couch,0,2.6,294,85.4,Seattle,1.237602
Shared Room,617.3,75.9,7.7,3.5,4.7,Futon,1,1.3,258,238.1,Seattle,27.427765
Entire Home/Apt,671.43,73.1,5.0,3.7,1.8,Pull-out Sofa,1,3.0,18,223.3,Chicago,10.311666
Entire Home/Apt,894.67,65.7,9.4,1.8,3.4,Futon,0,1.1,214,376.2,Chicago,32.012419
Private Room,599.87,79.0,7.6,4.3,2.6,Real Bed,0,2.1,210,193.7,Seattle,25.587199
Hotel Room,650.77,86.5,5.1,2.2,4.1,Futon,1,2.8,230,331.7,Seattle,33.726025
Hotel Room,198.65,70.5,6.1,1.7,3.4,Futon,1,2.9,338,352.2,Chicago,49.096653
Private Room,500.23,81.5,7.2,2.6,3.0,Couch,1,1.5,4,322.5,San Francisco,11.773828
Private Room,730.58,85.0,6.3,3.9,4.7,Real Bed,0,1.3,310,298.1,Los Angeles,33.62798
Entire Home/Apt,307.4,85.6,8.9,4.9,2.5,Real Bed,1,2.4,268,402.8,San Francisco,41.846933
Hotel Room,242.14,52.6,4.2,4.2,1.9,Futon,1,1.1,161,328.6,Los Angeles,47.911925
Shared Room,348.14,93.0,3.7,4.8,3.4,Real Bed,0,2.0,215,417.1,New York,31.494382
Entire Home/Apt,279.43,72.9,2.9,1.6,3.5,Real Bed,0,2.6,273,318.3,New York,7.410867
Private Room,254.17,63.1,1.3,1.3,2.8,Airbed,0,2.1,323,79.5,San Francisco,3.638547
Hotel Room,453.61,62.1,1.4,3.2,2.9,Real Bed,0,1.4,99,154.7,Chicago,14.647144
Shared Room,912.45,74.2,8.8,2.2,4.8,Pull-out Sofa,1,2.0,170,165.2,Seattle,46.479708
Shared Room,531.71,94.3,7.1,4.3,3.9,Real Bed,0,2.8,251,47.0,New York,27.30966
Entire Home/Apt,228.52,68.9,6.9,3.7,1.4,Couch,0,2.2,168,346.2,Chicago,29.385971
Hotel Room,123.12,87.5,6.5,4.9,1.8,Airbed,0,2.4,37,297.6,Chicago,30.919524
Hotel Room,711.35,54.8,8.6,2.0,4.9,Couch,1,1.7,227,294.9,Los Angeles,17.278547
Private Room,413.66,73.8,5.3,2.9,3.9,Couch,0,1.4,124,239.3,New York,9.897953
Hotel Room,830.74,99.6,8.8,3.0,4.7,Pull-out Sofa,1,1.5,277,271.6,San Francisco,47.757843
Hotel Room,676.54,88.5,4.2,2.0,2.2,Airbed,0,2.1,284,4.0,Chicago,38.013869
Entire Home/Apt,806.43,60.5,9.3,3.4,4.0,Futon,1,1.6,136,48.1,San Francisco,26.041456
Hotel Room,308.35,75.1,7.3,2.8,3.9,Real Bed,1,2.1,365,341.7,San Francisco,19.458553
Shared Room,707.74,61.7,3.3,2.8,2.2,Pull-out Sofa,1,2.4,107,130.7,New York,24.655842
Entire Home/Apt,300.86,70.5,6.1,2.5,3.2,Pull-out Sofa,0,2.5,67,54.0,San Francisco,2.649595
Entire Home/Apt,942.12,89.0,5.8,1.1,3.5,Futon,1,1.3,103,164.3,San Francisco,13.127182
Private Room,654.56,88.6,2.2,3.1,2.9,Pull-out Sofa,0,2.5,245,127.2,Seattle,13.284594
Hotel Room,358.29,61.4,6.3,2.3,4.3,Futon,0,2.3,164,14.7,San Francisco,22.82202
Private Room,306.04,96.1,3.8,1.0,4.3,Futon,1,1.0,191,205.3,Seattle,12.577191
Shared Room,231.38,79.6,1.5,2.2,4.4,Futon,0,1.1,194,13.5,New York,10.087401
Entire Home/Apt,709.91,69.0,9.5,2.1,4.2,Pull-out Sofa,1,2.3,131,0.2,San Francisco,38.51086
Entire Home/Apt,257.78,75.1,6.8,2.6,3.0,Futon,0,1.8,295,396.2,Chicago,44.781765
Entire Home/Apt,615.54,80.3,8.9,1.5,2.5,Pull-out Sofa,1,1.3,143,157.5,San Francisco,4.289858
Shared Room,301.4,78.0,7.1,3.0,4.3,Airbed,0,1.1,218,283.8,Seattle,11.273037
Shared Room,678.87,74.3,4.2,3.8,3.0,Futon,1,1.3,25,148.9,Chicago,38.910653
Private Room,824.19,75.2,5.6,3.5,2.0,Pull-out Sofa,0,2.9,250,465.0,New York,40.975905
